,User,Compound,Positive,Neutral,Negative,Text,Date Created
41,@BBC,0.5719,0.188,0.812,0.0,"RT @BBCEarth: In formation 🙌

Let's celebrate all the men and women protecting our planet's wildlife 😍
#WorldRangerDay https://t.co/LFQw4w8…",Tue Jul 31 11:41:04 +0000 2018
42,@BBC,0.7178,0.231,0.769,0.0,"Tunnelling work is almost set to begin on London's new super sewer.
But before it can start, some very important th… https://t.co/MNGD6aJkbt",Tue Jul 31 11:38:00 +0000 2018
43,@BBC,-0.1779,0.0,0.914,0.086,"An Australian family has been startled awake after a kangaroo crashed its way through a window in their home.
👉… https://t.co/5YbVtCndEt",Tue Jul 31 11:07:35 +0000 2018
44,@BBC,0.0,0.0,1.0,0.0,"Watch Leading Lady Parts on @BBCiPlayer 👉 https://t.co/cUPHKLfMfy

#LeadingLadyParts",Tue Jul 31 09:50:02 +0000 2018
45,@BBC,0.1877,0.098,0.902,0.0,"Still without a home and unsure where to turn to next, the future is 'scary' for Kelly. https://t.co/PhwokveWSY",Tue Jul 31 08:02:04 +0000 2018
46,@BBC,0.3612,0.205,0.699,0.096,"Legal permission will no longer be required to end care for patients in a long-term permanent vegetative state, the… https://t.co/GU2A0uc0mO",Tue Jul 31 07:28:06 +0000 2018
47,@BBC,0.4215,0.192,0.808,0.0,"'I've found random stuff like false teeth.' 

🌊🚯👏The diving group picking up litter in the North Sea. https://t.co/kI2MCEpguT",Tue Jul 31 07:00:08 +0000 2018
48,@BBC,-0.7181,0.0,0.539,0.461,"For anyone who doesn't care about Love Island... 

https://t.co/e7axx5lyFk",Mon Jul 30 20:03:04 +0000 2018
49,@BBC,0.0,0.0,1.0,0.0,What makes you resilient? https://t.co/cZS96s7bv0,Mon Jul 30 18:01:04 +0000 2018
50,@BBC,-0.4023,0.0,0.886,0.114,"☔️ It turns out it's not just gratitude that makes rain smell so appealing after a long period of dry weather.

The… https://t.co/OwSHy0HKnT",Mon Jul 30 17:03:05 +0000 2018
51,@BBC,0.0,0.0,1.0,0.0,"🐶 Advertising toilet paper using puppies! How it all began... 
#InsideTheFactory https://t.co/gqYOv8YIq1",Mon Jul 30 16:03:04 +0000 2018
52,@BBC,0.0,0.0,1.0,0.0,"📸 Photographs from around the world of Friday's #BloodMoon - the longest lunar eclipse of the 21st Century.
👉… https://t.co/o8HGifFeRl",Mon Jul 30 14:03:08 +0000 2018
53,@BBC,-0.8074,0.0,0.7,0.3,"A polar bear has been shot dead after it attacked a cruise ship guard on Norway's Svalbard archipelago, within the… https://t.co/F3b9a4OlvV",Mon Jul 30 13:04:01 +0000 2018
54,@BBC,0.2572,0.225,0.775,0.0,🐪🚁 When a sheepdog doesn't quite cut it... https://t.co/l5vk7oKBop,Mon Jul 30 12:01:06 +0000 2018
55,@BBC,0.0,0.0,1.0,0.0,"RT @BBCRadio4: BLOOPERS! 
@ProfBrianCox can't tell his hominins from his hominids. Or possibly the other way around.
Much more Monkey Cage…",Mon Jul 30 11:56:23 +0000 2018
56,@BBC,0.0,0.0,1.0,0.0,"Why Americans will be able to 3D print their own guns from August.

https://t.co/8NR7qFaEZY",Mon Jul 30 11:03:01 +0000 2018
57,@BBC,0.4767,0.134,0.866,0.0,❤️ The reaction when this little girl showed her school friends her new sports blade gives us all the feels.… https://t.co/zp4vrauXes,Mon Jul 30 09:00:15 +0000 2018
58,@BBC,0.5562,0.204,0.796,0.0,"Now this is an impressive line-up!

Gemma Arterton, Catherine Tate, @Gemma_Chan1, @emiliaclarke, @IAMLenaHeadey and… https://t.co/D5rDJJ7dyC",Mon Jul 30 08:13:57 +0000 2018
59,@BBC,0.0,0.0,1.0,0.0,"🐈 Our cats may purr when we pet them, but it’s a much more complicated form of communication than we've assumed.
👉… https://t.co/vz6MdvigWx",Mon Jul 30 07:27:06 +0000 2018
60,@BBC,0.1759,0.248,0.546,0.206,"The pika might just be the world's cutest thief!
#AnimalsBehavingBadly https://t.co/v8dSKoVYgD",Mon Jul 30 07:01:05 +0000 2018
61,@BBC,0.0,0.0,1.0,0.0,RT @bbcarts: Tsundoku: The art of buying books and never reading them https://t.co/nzmym0Gtsh,Sun Jul 29 20:26:13 +0000 2018
62,@BBC,0.0,0.0,1.0,0.0,Stacey Dooley meets a Roma girl who turned to prostitution after she was removed from her parents at 13. https://t.co/I7opQRZ6Z2,Sun Jul 29 20:03:05 +0000 2018
63,@BBC,0.0,0.0,1.0,0.0,"🇺🇸 @edballs travels to America's Deep South to immerse himself in the lives of those who put Trump in power, and le… https://t.co/2oLWounf1y",Sun Jul 29 19:02:05 +0000 2018
64,@BBC,0.6239,0.17,0.83,0.0,"RT @BBCSport: Geraint Thomas has done it! 👏🏴󠁧󠁢󠁷󠁬󠁳󠁿

He's become the first ever Welshman to win the Tour de France 👉 https://t.co/ZtkRdPtGio…",Sun Jul 29 17:29:30 +0000 2018
65,@BBC,0.3818,0.224,0.776,0.0,😂 A Scottish three year old's take on the summer holidays. https://t.co/SaCbnnlnUm,Sun Jul 29 17:03:03 +0000 2018
66,@BBC,0.2263,0.153,0.741,0.106,"😀♥️ Four-year-old Daniel and 91-year-old Stuart, who has dementia, have struck up an unlikely friendship. https://t.co/DVpVhIssTc",Sun Jul 29 16:06:01 +0000 2018
67,@BBC,0.0,0.0,1.0,0.0,😂📺🇦🇱 Here’s what happened when @RomeshRanga went on Albanian TV. https://t.co/WQ8kMjSFco,Sun Jul 29 15:03:02 +0000 2018
68,@BBC,0.6369,0.167,0.833,0.0,Follow live coverage as 150 of the world's best cyclists compete on 200km of closed roads in London and Surrey. 🚴🚴🚴… https://t.co/it0KrVzqqu,Sun Jul 29 14:01:05 +0000 2018
69,@BBC,0.5994,0.182,0.818,0.0,"RT @BBCSportWales: It's a matter of hours until Geraint Thomas is crowned as the first Welshman to win the Tour de France

👉 Here's how he…",Sun Jul 29 13:20:07 +0000 2018
70,@BBC,-0.3818,0.078,0.781,0.141,"RT @bbcgetinspired: Sam Maycock is fulfilling his dad Nigel's dream by taking on the 100-mile route in #RideLondon.

Nigel died in October…",Sun Jul 29 13:18:07 +0000 2018
71,@BBC,-0.2732,0.142,0.609,0.249,This teenager was banned from performing in drag at his school's end-of-year talent show. https://t.co/Hi6uXtSAFz,Sun Jul 29 13:01:07 +0000 2018
72,@BBC,0.0,0.0,1.0,0.0,"RT @BBCFood: Get the whole family making jaffa cakes this weekend 👇
https://t.co/8R0azXouDH https://t.co/xEC8aeQGs0",Sun Jul 29 11:21:30 +0000 2018
73,@BBC,0.0,0.0,1.0,0.0,"What is #ThinPrivilege and who has it?
👉 https://t.co/Ocbj6tAabk https://t.co/HMapWPvJt1",Sun Jul 29 11:01:05 +0000 2018
74,@BBC,0.0,0.0,1.0,0.0,"Researchers have found evidence of an existing body of liquid water on Mars.
👉 https://t.co/cmykUjdfxy https://t.co/d4FhfFj5Sr",Sun Jul 29 10:12:02 +0000 2018
75,@BBC,0.4215,0.135,0.865,0.0,"😂 With 37 Facebook likes and the world's most convoluted chant, the CNCSC is a force to be reckoned with.… https://t.co/7wQhKjH26j",Sun Jul 29 09:03:08 +0000 2018
76,@BBC,-0.8555,0.0,0.561,0.439,"😥 An endangered red squirrel has died after becoming trapped inside a discarded plastic jar.
👉… https://t.co/19IZCDeWBZ",Sun Jul 29 08:01:07 +0000 2018
77,@BBC,0.4939,0.242,0.758,0.0,"Two tiger brothers enjoy their first swimming lesson. 🐯💦 #InternationalTigerDay

https://t.co/QNRnmqTcK5",Sun Jul 29 07:01:03 +0000 2018
78,@BBC,0.3612,0.135,0.865,0.0,"Stand-up comedy from Stewart Lee, recorded live from the Palace Theatre, Southend-on-Sea. 

Stewart Lee Content Pro… https://t.co/VCNnbkhi7J",Sat Jul 28 20:45:06 +0000 2018
79,@BBC,0.6361,0.173,0.827,0.0,"RT @BBCOne: These seadragons are dancing together in a courtship ritual - and it's absolutely beautiful.

The complete series of Life is av…",Sat Jul 28 20:29:40 +0000 2018
80,@BBC,-0.4019,0.0,0.787,0.213,The shocking story of a young man who shot his parents. https://t.co/6O1qzsiKAk,Sat Jul 28 20:02:03 +0000 2018
81,@BBC,0.0,0.0,1.0,0.0,RT @BBCTwo: Ever wondered how toilets are made? We're going #InsideTheFactory... 🚽😄 https://t.co/lgFuM6ER2p,Sat Jul 28 18:12:24 +0000 2018
82,@BBC,0.0,0.0,1.0,0.0,😂 Genius https://t.co/nqWGYEEBy4,Sat Jul 28 18:07:05 +0000 2018
83,@BBC,-0.0191,0.0,0.924,0.076,"'Doesn't matter what's written on the packet, wet wipes do not disintegrate.'
#TheFiveBillionPoundSuperSewer https://t.co/Ja9nBFnr6b",Sat Jul 28 17:03:00 +0000 2018
84,@BBC,0.3182,0.223,0.777,0.0,"Are you sure you don’t gender-stereotype children?
#NoMoreBoysAndGirls https://t.co/iThZ2P6REW",Sat Jul 28 16:03:06 +0000 2018
85,@BBC,0.5719,0.163,0.837,0.0,"RT @bbcideas: Gin and tonic, the perfect pair. So, how did they come together? 🤔

More Edible Histories 🎥: https://t.co/8nH3A1rqFP https://…",Sat Jul 28 15:31:04 +0000 2018
86,@BBC,0.5859,0.132,0.868,0.0,"RT @BBCSport: Geraint Thomas just needs to roll over the line in Paris tomorrow to win the 2018 Tour de France.

He'll become the first Wel…",Sat Jul 28 15:30:28 +0000 2018
87,@BBC,-0.8658,0.0,0.481,0.519,"Branded and beaten: The children accused of witchcraft and murder.
👉 https://t.co/0Lzx9wdLa1 https://t.co/Syvy5ca7QG",Sat Jul 28 15:04:06 +0000 2018
88,@BBC,0.5106,0.32,0.68,0.0,🐾❤️ Heaven really is a place on Earth... https://t.co/hCE7MqzF2P,Sat Jul 28 14:06:01 +0000 2018
89,@BBC,0.0,0.0,1.0,0.0,📖🥪 A brief history of the humble sarnie. https://t.co/25GXnqIXZy,Sat Jul 28 13:02:06 +0000 2018
90,@BBC,0.0,0.0,1.0,0.0,"RT @bbcgetinspired: ""You can rise again, it's not as though one thing happens to you and that's the end of your story."" 

After being hit b…",Sat Jul 28 12:02:40 +0000 2018
91,@BBC,0.0,0.0,1.0,0.0,RT @BBCScienceNews: Climate change made heatwave 'twice as likely' https://t.co/FQqzyhbiK4,Sat Jul 28 12:02:08 +0000 2018
92,@BBC,0.7157,0.282,0.633,0.085,"🧠 'Damaging your brain might not kill you, but can change your behaviour.'

Five fascinating facts about the human… https://t.co/XLoaV7C1uM",Sat Jul 28 11:03:04 +0000 2018
93,@BBC,0.4389,0.138,0.862,0.0,"RT @BBCWorld: Simply stunning!

The longest #BloodMoon eclipse of the 21st Century as seen around the world

https://t.co/aHwGkVc3OP https:…",Sat Jul 28 10:46:22 +0000 2018
94,@BBC,0.4019,0.213,0.787,0.0,Need to clean your headphone socket? Check out this #TechHack. https://t.co/RDtpHt03ZX,Sat Jul 28 10:05:04 +0000 2018
95,@BBC,0.6369,0.198,0.802,0.0,"📚🌍 With classic and contemporary choices perfectly matched to destinations all over the world, here's your ultimate… https://t.co/fsadf3W3rU",Sat Jul 28 09:03:03 +0000 2018
96,@BBC,0.0,0.0,1.0,0.0,🛌 Namastay in bed! https://t.co/s2J2Uf4U99,Sat Jul 28 08:02:06 +0000 2018
97,@BBC,0.4939,0.39,0.61,0.0,🐶 Hearing dogs can save a life. https://t.co/bTcvuvGYJt,Sat Jul 28 07:05:02 +0000 2018
98,@BBC,0.6908,0.261,0.739,0.0,A pair of beavers are being released into the Forest of Dean with the hope they'll help prevent flooding in the are… https://t.co/wD23PTQUPg,Fri Jul 27 18:01:08 +0000 2018
99,@BBC,0.4404,0.172,0.828,0.0,RT @bbcpress: Stellar cast and creative team unveiled for @BBCOne adaptation of @PhilipPullman's #HisDarkMaterials: https://t.co/4Bm3OIaXCH…,Fri Jul 27 17:47:28 +0000 2018
100,@CBS,0.9098,0.469,0.531,0.0,Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5,Tue Jul 31 21:02:33 +0000 2018
101,@CBS,0.34,0.124,0.876,0.0,"Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh",Sat Jul 28 16:43:56 +0000 2018
102,@CBS,0.5707,0.187,0.813,0.0,"This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo",Wed Jul 25 17:25:36 +0000 2018
103,@CBS,0.0,0.0,1.0,0.0,"Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1",Wed Jul 25 15:12:31 +0000 2018
104,@CBS,0.34,0.118,0.882,0.0,Who's excited for the return of @MurphyBrownCBS? Here's a behind-the-scenes look at the first table read of the sea… https://t.co/1B5S4WJnCW,Wed Jul 25 01:05:03 +0000 2018
105,@CBS,-0.1511,0.068,0.834,0.099,"Mark your calendars because you won’t want to miss this! Former Secretaries of State @HillaryClinton, @Madeleine, a… https://t.co/JKDPp97OqN",Tue Jul 24 18:54:14 +0000 2018
106,@CBS,0.8293,0.34,0.66,0.0,The cast couldn’t be more excited to welcome @ansonmount into the @startrekcbs family! Who’s ready to see the iconi… https://t.co/fOS4f4VCb2,Mon Jul 23 21:30:33 +0000 2018
107,@CBS,0.128,0.073,0.927,0.0,RT @startrekcbs: Stream the full panel &amp; learn all the exclusive details revealed about season 2 of #StarTrekDiscovery at @Comic_Con: https…,Sun Jul 22 01:56:13 +0000 2018
108,@CBS,-0.296,0.0,0.891,0.109,RT @MagnumPICBS: Couldn't make it to San Diego for the #MagnumPI panel? Here's everything you missed at #SDCC2018: https://t.co/Z7IBqF1YJ8…,Sat Jul 21 00:55:28 +0000 2018
109,@CBS,-0.296,0.0,0.891,0.109,RT @bigbangtheory: The #BigBangTheory writers teased a honeymoon episode and more @YoungSheldon characters in Season 12 while speaking at #…,Sat Jul 21 00:19:12 +0000 2018
110,@CBS,-0.7964,0.0,0.736,0.264,"RT @TrueCrimeCBS: When you find out you’ve been treated with chemo, but you don’t have cancer. #Whistleblower https://t.co/DAKwu1vcNX",Sat Jul 21 00:10:00 +0000 2018
111,@CBS,-0.6597,0.0,0.82,0.18,George blew the whistle on a doctor targeting those who believed they had cancer. What was the outcome? Find out to… https://t.co/rLlNzlK3Cy,Fri Jul 20 23:44:54 +0000 2018
112,@CBS,0.3182,0.095,0.905,0.0,"RT @startrekcbs: Discover the next adventure of Starfleet in this first look at the season 2 premiere, coming early 2019. Season 1 is now s…",Fri Jul 20 22:29:36 +0000 2018
113,@CBS,0.0,0.0,1.0,0.0,Take a trip down memory lane with the cast and crew of @MagnumPICBS at #SDCC2018! https://t.co/jHVxm7kyaT,Fri Jul 20 21:39:09 +0000 2018
114,@CBS,0.0,0.0,1.0,0.0,"This @cbsallaccess series is unlike any fairy tale you've ever seen before. @paulwesley, @kevwilliamson &amp;… https://t.co/icsSnPxKAr",Fri Jul 20 15:08:23 +0000 2018
115,@CBS,0.0,0.0,1.0,0.0,🤰👩‍👧🚫🍸 #WorldEmojiDay,Tue Jul 17 17:55:25 +0000 2018
116,@CBS,0.0,0.0,1.0,0.0,👨📝✔️ #WorldEmojiDay,Tue Jul 17 17:22:29 +0000 2018
117,@CBS,0.0,0.0,1.0,0.0,👩‍💼💼🇺🇸 #WorldEmojiDay,Tue Jul 17 17:22:29 +0000 2018
118,@CBS,0.0,0.0,1.0,0.0,🕵️🕵️‍♀️ #WorldEmojiDay,Tue Jul 17 17:22:29 +0000 2018
119,@CBS,0.0,0.0,1.0,0.0,⚓️🦅🇺🇸 #WorldEmojiDay,Tue Jul 17 17:22:29 +0000 2018
120,@CBS,0.0,0.0,1.0,0.0,🏄🌴🚔 #WorldEmojiDay,Tue Jul 17 17:22:29 +0000 2018
121,@CBS,0.0,0.0,1.0,0.0,💙👮🍽 #WorldEmojiDay,Tue Jul 17 17:22:28 +0000 2018
122,@CBS,0.0,0.0,1.0,0.0,💣📎 #WorldEmojiDay,Tue Jul 17 17:22:28 +0000 2018
123,@CBS,0.0,0.0,1.0,0.0,🌎☄️ #WorldEmojiDay,Tue Jul 17 17:22:28 +0000 2018
124,@CBS,0.0,0.0,1.0,0.0,🏷💰🎰 #WorldEmojiDay,Tue Jul 17 17:22:28 +0000 2018
125,@CBS,0.0,0.0,1.0,0.0,👶😴🚫 #WorldEmojiDay,Tue Jul 17 17:22:28 +0000 2018
126,@CBS,0.0,0.0,1.0,0.0,🤝💼💰 #WorldEmojiDay,Tue Jul 17 17:22:28 +0000 2018
127,@CBS,0.0,0.0,1.0,0.0,💄👠📷 #WorldEmojiDay,Tue Jul 17 17:22:27 +0000 2018
128,@CBS,0.0,0.0,1.0,0.0,🏝🔥💵 #WorldEmojiDay,Tue Jul 17 17:22:27 +0000 2018
129,@CBS,0.0,0.0,1.0,0.0,🐮⚖️ #WorldEmojiDay,Tue Jul 17 17:22:27 +0000 2018
130,@CBS,0.0,0.0,1.0,0.0,🏠📹📹📹 #WorldEmojiDay,Tue Jul 17 17:22:27 +0000 2018
131,@CBS,0.0,0.0,1.0,0.0,👶💥🌎🔬 #WorldEmojiDay,Tue Jul 17 17:22:27 +0000 2018
132,@CBS,0.0,0.0,1.0,0.0,💥🌎🔬 #WorldEmojiDay,Tue Jul 17 17:22:26 +0000 2018
133,@CBS,0.807,0.3,0.7,0.0,Celebrate #WorldEmojiDay with a fun game! Use the emoji sequences below to guess the CBS show. 👇 Tweet your respons… https://t.co/LCqvuVtkXK,Tue Jul 17 17:22:26 +0000 2018
134,@CBS,0.1139,0.078,0.922,0.0,"Stand up. Speak up. Blow the whistle. 

Don't miss the premiere of the @TrueCrimeCBS series #Whistleblower tonight… https://t.co/uNhx4Codc2",Fri Jul 13 21:35:01 +0000 2018
135,@CBS,-0.4404,0.0,0.868,0.132,"RT @TheNeighborhood: There's a new family on the block, and they're about to turn this neighborhood upside down. @CedEntertainer and @Tichi…",Fri Jul 13 21:15:41 +0000 2018
136,@CBS,0.0,0.0,1.0,0.0,Take a walk down @YandR_CBS memory lane with stars @JessWaltonYR and Peter Bergman! You can watch full episodes of… https://t.co/MZEUfiJJyb,Fri Jul 13 17:49:38 +0000 2018
137,@CBS,0.6514,0.282,0.718,0.0,RT @TKOCBS: Prepare to have some major FUN. #TKO starts NOW! https://t.co/i2ftL6GCj5,Thu Jul 12 01:01:24 +0000 2018
138,@CBS,0.5562,0.174,0.826,0.0,"It’s fun, different, unique, and finally here! @TKOCBS hosted by @KevinHart4real premieres at 9/8c on CBS and… https://t.co/MCeVLVK85i",Wed Jul 11 21:44:45 +0000 2018
139,@CBS,0.5411,0.143,0.857,0.0,"RT @MagnumPICBS: Talk about hands-on research! #MagnumPI's cast had the honor of joining the US Navy Submarine Force, US Pacific Fleet #Sub…",Wed Jul 11 19:09:34 +0000 2018
140,@CBS,0.0,0.0,1.0,0.0,Time to mark your calendars! CBS' fall 2018 premiere lineup has been announced: https://t.co/yYv3H9aEO7 https://t.co/lRxAA7suie,Mon Jul 09 23:55:07 +0000 2018
141,@CBS,-0.3818,0.0,0.894,0.106,"RT @TKOCBS: The Ball Buster, the Frisboom, the Spike Launcher, and the Slammer… Get to know all of the #TKO Battle Stations: https://t.co/2…",Mon Jul 09 18:53:34 +0000 2018
142,@CBS,0.3182,0.103,0.897,0.0,"RT @cbsallaccess: How much does it cost to bury the truth? #OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/2HdY…",Mon Jul 09 18:09:00 +0000 2018
